"","YEAR","COMPANY","PRICE","Sell","VOLUME","MARKET CAP","EARNINGS","COGS","SALES","CASH","INVESTMENTS","RECEIVABLE","INVENTORY","DEBTS","Name","Sector","CPALTT01USM657N_PC1","GDP","GDP_PC1","T10Y2Y","M1SL_PC1","M1SL","Earnings_next_year","PROFIT"
"804",2018,"PG",77.400002,101.308002,2529300000,195767825058.6,1.5326e+10,3.2535e+10,6.5058e+10,5.569e+09,9.568e+09,4.594e+09,4.624e+09,1.3541e+10,"Procter & Gamble","Consumer Staples","-9.3","20527.159","5.4",0.4,"4.4","3680.4",9.75e+09,30.8888880907264
"805",2017,"PG",89.68,81.459997,2642413793,236971668956.24,1.0508e+10,3.2909e+10,6.5299e+10,7.102e+09,6.246e+09,4.373e+09,4.716e+09,1.1637e+10,"Procter & Gamble","Consumer Staples","1.7","19479.623","4.2",0.9,"8.5","3523.9",1.5326e+10,-9.16592662801071
"806",2016,"PG",83.529999,94.340004,2765263158,230982428822.477,7.036e+09,3.8876e+10,7.6279e+10,6.845e+09,4.767e+09,4.861e+09,5.454e+09,1.2001e+10,"Procter & Gamble","Consumer Staples","180.4","18695.106","2.7",1,"7.5","3248.5",1.0508e+10,12.9414642995506
"807",2015,"PG",82.32,83.882003,2814400000,231681408000,1.1643e+10,4.246e+10,8.3062e+10,8.558e+09,2.128e+09,6.386e+09,6.759e+09,1.5587e+10,"Procter & Gamble","Consumer Staples","-3.7","18206.024","3.7",1.5,"7.3","3021.8",7.036e+09,1.89747691933917
"808",2014,"PG",80.339996,87.986004,2778758950,223245482927.964,1.1312e+10,4.2428e+10,8.4167e+10,5.947e+09,0,6.508e+09,6.909e+09,1.2427e+10,"Procter & Gamble","Consumer Staples","-49.1","17550.688","4.2",2.1,"10.4","2815.1",1.1643e+10,9.51706295828045
"809",2013,"PG",77.7,79.888,2.8e+09,2.1756e+11,1.0756e+10,4.2391e+10,8.368e+10,4.436e+09,0,6.068e+09,6.721e+09,8.682e+09,"Procter & Gamble","Consumer Staples","-13.8","16843.196","3.6",2,"10.1","2549.6",1.1312e+10,2.81595881595882
"810",2012,"PG",67.56,78.738,2815706806,190229146182,1.1797e+10,4.0768e+10,8.2559e+10,2.768e+09,0,6.275e+09,7.379e+09,9.981e+09,"Procter & Gamble","Consumer Staples","-40.8","16253.970","4.2",1.5,"15.2","2315.3",1.0756e+10,16.5452930728242
"811",2011,"PG",62.08,68.76,2.804e+09,174072325608,1.2736e+10,3.7919e+10,7.8938e+10,2.879e+09,0,5.335e+09,6.384e+09,8.472e+09,"Procter & Gamble","Consumer Staples","97.1","15599.732","3.7",2.3,"15.4","2010.2",1.1797e+10,10.7603092783505
"812",2010,"PG",63.36,64.668,2948148148,186794669605,1.3436e+10,3.8898e+10,7.9029e+10,4.781e+09,0,5.836e+09,6.88e+09,1.632e+10,"Procter & Gamble","Consumer Staples","-44.8","15048.970","3.9",2.5,"6.4","1742.6",1.2736e+10,2.06439393939395
"813",2009,"PG",48.21,65.27,2992427617,144264932423,1.2075e+10,4.0695e+10,8.3503e+10,3.313e+09,2.28e+08,6.761e+09,8.416e+09,1.3084e+10,"Procter & Gamble","Consumer Staples","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1.3436e+10,35.3868492014105
"814",2008,"PG",71.14,48.47,3080800000,219168108919,1.034e+10,3.6686e+10,7.6476e+10,5.354e+09,2.02e+08,6.629e+09,6.819e+09,1.2039e+10,"Procter & Gamble","Consumer Staples","-96.5","14769.862","2.0",1.7,"4.5","1434.7",1.2075e+10,-31.8667416362103
"815",2007,"PG",63.02,67.75,3.159e+09,199080180000,8.684e+09,3.3125e+10,6.8222e+10,6.693e+09,1.133e+09,5.725e+09,6.291e+09,2.128e+09,"Procter & Gamble","Consumer Staples","59.1","14474.227","4.8",0.3,"-0.2","1373.1",1.034e+10,7.50555379244684
"816",2006,"PG",57.88,64.92,3054900000,176817615055,7.257e+09,2.7804e+10,5.6741e+10,6.389e+09,1.744e+09,4.185e+09,5.006e+09,1.1441e+10,"Procter & Gamble","Consumer Staples","-25.4","13815.583","6.0",0,"0.2","1375.2",8.684e+09,12.1630960608155
"817",2005,"PG",52.61,61.23,2515600000,132345718516,6.481e+09,2.5076e+10,5.1407e+10,5.469e+09,4.23e+08,4.062e+09,4.4e+09,8.287e+09,"Procter & Gamble","Consumer Staples","5.2","13039.197","6.7",0.4,"2.1","1372.2",7.257e+09,16.384717734271
"818",2004,"PG",52.99,54.51,2580100000,136719504160,5.186e+09,2.2141e+10,4.3377e+10,5.912e+09,3e+08,3.038e+09,3.64e+09,2.172e+09,"Procter & Gamble","Consumer Staples","71.8","12217.196","6.6",1.9,"5.5","1344.6",6.481e+09,2.86846574825438
"819",2003,"PG",44.76,52.8175,2593200000,116071626814,4.352e+09,2.0989e+10,4.0238e+10,3.427e+09,1.96e+08,3.09e+09,3.456e+09,3.731e+09,"Procter & Gamble","Consumer Staples","-20.6","11456.450","4.8",2.4,"6.5","1274.1",5.186e+09,18.001563896336
"820",2002,"PG",44.995,41.56,2594800000,1.16753e+11,2.922e+09,2.2102e+10,3.9244e+10,2.306e+09,2.12e+08,2.931e+09,3.384e+09,2.233e+09,"Procter & Gamble","Consumer Staples","52.1","10929.108","3.3",2,"4.9","1196.7",4.352e+09,-7.63418157573063
"821",2001,"PG",30.8,44.52,2600600000,80098477399,3.542e+09,2.1514e+10,3.9951e+10,1.415e+09,1.85e+08,2.91e+09,3.49e+09,3.21e+09,"Procter & Gamble","Consumer Staples","-53.7","10581.929","3.2",1.2,"3.3","1140.2",2.922e+09,44.5454545454546
"822",2000,"PG",29.75,35.01,2626400000,78135400000,3.763e+09,2.1206e+10,3.8125e+10,2.294e+09,5.06e+08,2.94e+09,3.338e+09,3.15e+09,"Procter & Gamble","Consumer Staples","25.8","10250.952","6.4",-0.2,"0.1","1103.7",3.542e+09,17.6806722689076
"823",1999,"PG",49.21875,44.7475,2657454545,130796590887,3.78e+09,2.1064e+10,3.7154e+10,1.549e+09,8.57e+08,2.781e+09,3.284e+09,2.281e+09,"Procter & Gamble","Consumer Staples","65.9","9631.127","6.3",0.2,"2.0","1102.3",3.763e+09,-9.08444444444444
"824",2021,"PGR",95.550003,0,585300000,55925416755.9,5704600000,0,42638100000,76500000,42029400000,12179500000,0,0,"Progressive Corporation","Financials","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"825",2020,"PGR",72.360001,92.539999,584900000,42323364584.9,3970300000,0,38997700000,226200000,34909100000,7507300000,0,499400000,"Progressive Corporation","Financials","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",5704600000,27.8883329479224
"826",2019,"PGR",72.760002,81.529997,583800000,42477289167.6,2615300000,0,31954700000,69500000,29907400000,6497100000,0,4404900000,"Progressive Corporation","Financials","19.3","21372.582","4.1",0.2,"4.5","3844.3",3970300000,12.0533188000737
"827",2018,"PGR",59.810001,75.533997,582400000,34833344582.4,1592200000,0,26816100000,2.65e+08,23071100000,5422500000,0,0,"Progressive Corporation","Financials","-9.3","20527.159","5.4",0.4,"4.4","3680.4",2615300000,26.2899109464987
"828",2017,"PGR",39.279999,58.915001,580800000,22813823419.2,1.031e+09,0,23417400000,211500000,19816700000,4509200000,0,0,"Progressive Corporation","Financials","1.7","19479.623","4.2",0.9,"8.5","3523.9",1592200000,49.987277240002
"829",2016,"PGR",35.48,40.550999,581700000,20638716000,1267600000,0,20831900000,224400000,17504200000,3987700000,0,0,"Progressive Corporation","Financials","180.4","18695.106","2.7",1,"7.5","3248.5",1.031e+09,14.2925563697858
"830",2015,"PGR",26.959999,33.458,585500000,15785079414.5,1.281e+09,0,19377300000,108400000,15698200000,3537500000,0,0,"Progressive Corporation","Financials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",1267600000,24.1023784904443
"831",2014,"PGR",24.09,27.776,590600000,14227554000,1165400000,0,18156400000,75100000,1.4813e+10,3310700000,0,0,"Progressive Corporation","Financials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",1.281e+09,15.3009547530095
"832",2013,"PGR",25.31,25.613,599100000,15163220401,902300000,0,17070300000,179100000,13764100000,3183700000,0,149900000,"Progressive Corporation","Financials","-13.8","16843.196","3.6",2,"10.1","2549.6",1165400000,1.19715527459503
"833",2012,"PGR",23.3,25.705,603300000,14056889397,1015500000,0,15508200000,155700000,1551800000,3137800000,0,0,"Progressive Corporation","Financials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",902300000,10.3218884120172
"834",2011,"PGR",21.21,21.787,632300000,13411082368,1068300000,0,14956900000,158900000,1090800000,2738400000,0,0,"Progressive Corporation","Financials","97.1","15599.732","3.7",2.3,"15.4","2010.2",1015500000,2.72041489863271
"835",2010,"PGR",19.22,21.889,657900000,12644837342,1057500000,0,14563600000,160700000,1.078e+09,2454800000,0,0,"Progressive Corporation","Financials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",1068300000,13.8865764828304
"836",2009,"PGR",13.8,17.441,666800000,9201840000,-7e+07,0,12840100000,2900000,1153600000,2408600000,0,0,"Progressive Corporation","Financials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1057500000,26.3840579710145
"837",2008,"PGR",16.93,11.22,6.68e+08,11309240000,1182500000,0,14686800000,5800000,382400000,2395100000,0,0,"Progressive Corporation","Financials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",-7e+07,-33.7271116361488
"838",2007,"PGR",21.61,20.065,710400000,15351744710,1647500000,0,14786400000,5600000,581200000,2498200000,0,0,"Progressive Corporation","Financials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",1182500000,-7.14946783896343
"839",2006,"PGR",25.775,23.048,774300000,19957582500,1393900000,0,14303400000,5600000,773600000,2500700000,0,0,"Progressive Corporation","Financials","-25.4","13815.583","6.0",0,"0.2","1375.2",1647500000,-10.5800193986421
"840",2005,"PGR",22.5875,26.7975,787600000,17789915000,1648700000,0,13782100000,2e+07,1376900000,2668800000,0,0,"Progressive Corporation","Financials","5.2","13039.197","6.7",0.4,"2.1","1372.2",1393900000,18.6386275594909
"841",2004,"PGR",22.0575,21.87625,851600000,18784167852,1255400000,0,1.1892e+10,12100000,6.48e+08,2079600000,0,0,"Progressive Corporation","Financials","71.8","12217.196","6.6",1.9,"5.5","1344.6",1648700000,-0.821715969624854
"842",2003,"PGR",15.4025,20.89625,867200000,13357048000,667300000,0,9294400000,16900000,567800000,1958500000,0,0,"Progressive Corporation","Financials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",1255400000,35.6679110534004
"843",2002,"PGR",13.885,12.98825,8.76e+08,12163260000,411400000,0,7488200000,11200000,227400000,1698600000,0,0,"Progressive Corporation","Financials","52.1","10929.108","3.3",2,"4.9","1196.7",667300000,-6.45840835433921
"844",2001,"PGR",8.2025,13.0425,884400000,7254291000,46100000,0,6.771e+09,8900000,186800000,1804700000,0,0,"Progressive Corporation","Financials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",411400000,59.0064004876562
"845",2000,"PGR",6.520833,8.300416,878400000,5727899707,295200000,0,6124200000,14200000,2.29e+08,2015500000,0,0,"Progressive Corporation","Financials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",46100000,27.2907311075134
"846",1999,"PGR",11.98958,4.932918,874800000,10488487208,456700000,0,5292400000,18600000,441900000,1737200000,0,0,"Progressive Corporation","Financials","65.9","9631.127","6.3",0.2,"2.0","1102.3",295200000,-58.8566238350301
"847",2021,"PM",88.059998,0,1.56e+09,137373596880,8.056e+09,9.569e+09,2.8694e+10,7.28e+09,0,3.761e+09,9.591e+09,3.368e+09,"Philip Morris International","Consumer Staples","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"848",2020,"PM",71.120003,88.519997,1.557e+09,110733844671,7.185e+09,1.0513e+10,2.9805e+10,6.861e+09,0,3.717e+09,9.235e+09,4.389e+09,"Philip Morris International","Consumer Staples","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",8.056e+09,24.465682320064
"849",2019,"PM",88.199997,88.450001,1.555e+09,137150995335,7.911e+09,1.0758e+10,2.9625e+10,6.593e+09,0,3.564e+09,8.804e+09,4.784e+09,"Philip Morris International","Consumer Staples","19.3","21372.582","4.1",0.2,"4.5","3844.3",7.185e+09,0.283451256806737
"850",2018,"PM",97.540001,90.930002,1.555e+09,151674701555,6.035e+09,1.0432e+10,2.8748e+10,8.447e+09,0,3.738e+09,8.806e+09,3.005e+09,"Philip Morris International","Consumer Staples","-9.3","20527.159","5.4",0.4,"4.4","3680.4",7.911e+09,-6.77670589730669
"851",2017,"PM",112.910004,107.86,1.552e+09,175236326208,6.967e+09,9.391e+09,2.6685e+10,4.239e+09,0,3.499e+09,9.017e+09,3.216e+09,"Philip Morris International","Consumer Staples","1.7","19479.623","4.2",0.9,"8.5","3523.9",6.035e+09,-4.47259217172643
"852",2016,"PM",99.75,113.320001,1.551e+09,154712250000,6.873e+09,9.365e+09,2.6794e+10,3.417e+09,0,2.778e+09,8.473e+09,3.23e+09,"Philip Morris International","Consumer Staples","180.4","18695.106","2.7",1,"7.5","3248.5",6.967e+09,13.6040110275689
"853",2015,"PM",76.07,94.580001,1.549e+09,117832430000,7.493e+09,1.0436e+10,2.9767e+10,1.682e+09,0,4.004e+09,8.592e+09,2.526e+09,"Philip Morris International","Consumer Staples","-3.7","18206.024","3.7",1.5,"7.3","3021.8",6.873e+09,24.3328526357303
"854",2014,"PM",82.209999,85.889997,1.566e+09,128740858434,8.576e+09,1.041e+10,3.1217e+10,2.154e+09,0,3.853e+09,9.846e+09,3.655e+09,"Philip Morris International","Consumer Staples","-49.1","17550.688","4.2",2.1,"10.4","2815.1",7.493e+09,4.47633869938375
"855",2013,"PM",92.78,83.18,1.622e+09,150489158378,8.8e+09,1.0373e+10,3.1377e+10,2.983e+09,0,3.589e+09,8.949e+09,5.2e+09,"Philip Morris International","Consumer Staples","-13.8","16843.196","3.6",2,"10.1","2549.6",8.576e+09,-10.3470575555076
"856",2012,"PM",89.38,93.184,1.692e+09,1.51231e+11,8.591e+09,1.0678e+10,3.1097e+10,2.55e+09,0,3.201e+09,8.12e+09,3.717e+09,"Philip Morris International","Consumer Staples","-40.8","16253.970","4.2",1.5,"15.2","2315.3",8.8e+09,4.25598567912285
"857",2011,"PM",64.93,86.41,1.761e+09,114341730000,7.259e+09,9.713e+09,2.7208e+10,1.703e+09,0,3.009e+09,8.317e+09,3.132e+09,"Philip Morris International","Consumer Staples","97.1","15599.732","3.7",2.3,"15.4","2010.2",8.591e+09,33.0817803788695
"858",2010,"PM",52.47,64.13,1.839e+09,96492331839,6.342e+09,9.022e+09,2.5035e+10,1.54e+09,0,3.098e+09,9.207e+09,1.744e+09,"Philip Morris International","Consumer Staples","-44.8","15048.970","3.9",2.5,"6.4","1742.6",7.259e+09,22.2222222222222
"859",2009,"PM",36.22,50.63,1.943e+09,70375461943,6.89e+09,9.328e+09,2.5705e+10,1.531e+09,0,2.848e+09,9.664e+09,5.84e+08,"Philip Morris International","Consumer Staples","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",6.342e+09,39.7846493649917
"860",2008,"PM",50.58,34.29,2.068e+09,104599444136,6.026e+09,8.72e+09,2.2798e+10,1.656e+09,0,3.497e+09,9.332e+09,7.29e+08,"Philip Morris International","Consumer Staples","-96.5","14769.862","2.0",1.7,"4.5","1434.7",6.89e+09,-32.2064056939502
"861",2021,"PNC",177.410004,0,424860000,75374414299.44,7.517e+09,0,1.6901e+10,9.219e+10,0,6.257e+09,0,0,"PNC Financial Services","Financials","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"862",2020,"PNC",87.349998,177.670007,4.27e+08,37298449146,5.369e+09,0,1.7827e+10,2.8474e+10,0,7.11e+09,0,3.18e+08,"PNC Financial Services","Financials","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",7.517e+09,103.400127152836
"863",2019,"PNC",126.910004,137.039999,4.47e+08,56728771788,5.301e+09,0,1.7132e+10,1.6501e+10,0,7.266e+09,0,2.85e+08,"PNC Financial Services","Financials","19.3","21372.582","4.1",0.2,"4.5","3844.3",5.369e+09,7.98203032126608
"864",2018,"PNC",148.320007,130.220003,4.67e+08,69265443269,5.338e+09,0,1.6329e+10,3.3844e+10,0,7.898e+09,0,2.97e+08,"PNC Financial Services","Financials","-9.3","20527.159","5.4",0.4,"4.4","3680.4",5.301e+09,-12.2033462417515
"865",2017,"PNC",119.839996,158.790005,4.81e+08,57643038076,3.903e+09,0,1.5162e+10,3.059e+10,0,7.546e+09,0,3.01e+08,"PNC Financial Services","Financials","1.7","19479.623","4.2",0.9,"8.5","3523.9",5.338e+09,32.5016774867049
"866",2016,"PNC",85.290001,133.010006,4.94e+08,42133260494,4.106e+09,0,1.5225e+10,3.4611e+10,0,7.43e+09,0,1.4e+07,"PNC Financial Services","Financials","180.4","18695.106","2.7",1,"7.5","3248.5",3.903e+09,55.9502924615982
"867",2015,"PNC",92.5,86.520003,5.14e+08,4.7545e+10,4.184e+09,0,1.5375e+10,3.6139e+10,0,7.642e+09,0,4.995e+09,"PNC Financial Services","Financials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",4.106e+09,-6.46486162162162
"868",2014,"PNC",87.260002,94.869997,5.29e+08,46160541058,4.22e+09,0,1.6012e+10,1.6178e+10,0,7.529e+09,0,4.997e+09,"PNC Financial Services","Financials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",4.184e+09,8.72105755853638
"869",2013,"PNC",65.79,82.74,5.28e+08,34737120528,3.013e+09,0,1.5512e+10,9.204e+09,0,7.193e+09,0,8.453e+09,"PNC Financial Services","Financials","-13.8","16843.196","3.6",2,"10.1","2549.6",4.22e+09,25.7637938896489
"870",2012,"PNC",64.72,64.38,5.26e+08,34042720526,3.056e+09,0,1.4326e+10,5.274e+09,0,6.354e+09,0,1.1793e+10,"PNC Financial Services","Financials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",3.013e+09,-0.525339925834369
"871",2011,"PNC",63.72,61.69,5.24e+08,33389280524,3.412e+09,0,1.5016e+10,4.907e+09,0,6.299e+09,0,1.2904e+10,"PNC Financial Services","Financials","97.1","15599.732","3.7",2.3,"15.4","2010.2",3.056e+09,-3.18581293157565
"872",2010,"PNC",60.24,60.75,5.17e+08,31144081034,2.447e+09,0,1.5152e+10,8.776e+09,0,6.031e+09,0,1.2362e+10,"PNC Financial Services","Financials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",3.412e+09,0.84661354581673
"873",2009,"PNC",30.5,54.21,4.54e+08,1.3847e+10,8.82e+08,0,7.19e+09,1.933e+10,0,6.282e+09,0,0,"PNC Financial Services","Financials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",2.447e+09,77.7377049180328
"874",2008,"PNC",69.51,28.76,3.44e+08,23911440688,1.467e+09,0,6.832e+09,3.567e+09,0,3.464e+09,0,0,"PNC Financial Services","Financials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",8.82e+08,-58.6246583225435
"875",2007,"PNC",70.79,62.59,3.31e+08,23431490331,2.595e+09,0,6.506e+09,3.523e+09,0,3.508e+09,0,0,"PNC Financial Services","Financials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",1.467e+09,-11.5835569995762
"876",2006,"PNC",67.29,75.29,2.92e+08,19648680292,1.325e+09,0,6.316e+09,3.518e+09,0,0,0,1e+07,"PNC Financial Services","Financials","-25.4","13815.583","6.0",0,"0.2","1375.2",2.595e+09,11.8888393520583
"877",2005,"PNC",51.31,72.91,2.86e+08,14674660286,1.197e+09,0,5.532e+09,3.23e+09,0,0,0,2.251e+09,"PNC Financial Services","Financials","5.2","13039.197","6.7",0.4,"2.1","1372.2",1.325e+09,42.0970571038784
"878",2004,"PNC",55.69,55.19,2.81e+08,15648889719,1.001e+09,0,5.253e+09,2.968e+09,0,2.223e+09,0,2.226e+09,"PNC Financial Services","Financials","71.8","12217.196","6.6",1.9,"5.5","1344.6",1.197e+09,-0.897827258035554
"879",2003,"PNC",42.8,60.44,2.8e+08,1.1984e+10,1.184e+09,0,5.394e+09,3.201e+09,0,0,0,0,"PNC Financial Services","Financials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",1.001e+09,41.2149532710281
"880",2002,"PNC",60.4,46.36,2.83e+08,17093200566,3.72e+08,0,4.805e+09,4.327e+09,0,0,0,0,"PNC Financial Services","Financials","52.1","10929.108","3.3",2,"4.9","1196.7",1.184e+09,-23.2450331125828
"881",2001,"PNC",68.25,57.62,2.87e+08,19587750000,1.279e+09,0,5.055e+09,3.662e+09,0,0,0,1.756e+09,"PNC Financial Services","Financials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",3.72e+08,-15.5750915750916
"882",2000,"PNC",47.375,71.86,2.9e+08,13738750000,1.264e+09,0,5.178e+09,3.097e+09,0,0,0,0,"PNC Financial Services","Financials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",1.279e+09,51.6833773087071
"883",1999,"PNC",54.6875,40.47,296900000,16236718750,1.115e+09,0,5.196e+09,2.534e+09,0,0,0,0,"PNC Financial Services","Financials","65.9","9631.127","6.3",0.2,"2.0","1102.3",1.264e+09,-25.9977142857143
"884",2021,"QCOM",137.789993,0,1.13e+09,155702692090,5.198e+09,9.255e+09,2.3531e+10,6.707e+09,4.507e+09,4.003e+09,2.598e+09,5e+08,"Qualcomm","Information Technology","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"885",2020,"QCOM",65.900002,141.440005,1.135e+09,74796502270,4.386e+09,8.599e+09,2.4273e+10,1.1839e+10,4.21e+08,2.471e+09,1.4e+09,2.496e+09,"Qualcomm","Information Technology","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",5.198e+09,114.6282256562
"886",2019,"QCOM",57.810001,82.419998,1.21e+09,69950101210,-4.864e+09,1.0244e+10,2.2732e+10,1.1777e+10,3.11e+08,2.904e+09,1.693e+09,1.005e+09,"Qualcomm","Information Technology","19.3","21372.582","4.1",0.2,"4.5","3844.3",4.386e+09,42.5704836088828
"887",2018,"QCOM",53.810001,56.060001,1.463e+09,78724031463,2.466e+09,9.792e+09,2.2291e+10,3.5029e+10,2.279e+09,3.632e+09,2.035e+09,2.495e+09,"Qualcomm","Information Technology","-9.3","20527.159","5.4",0.4,"4.4","3680.4",-4.864e+09,4.18137884814386
"888",2017,"QCOM",56.5,67.239999,1.477e+09,83450500000,5.705e+09,9.749e+09,2.3554e+10,5.946e+09,1.2702e+10,2.219e+09,1.556e+09,1.749e+09,"Qualcomm","Information Technology","1.7","19479.623","4.2",0.9,"8.5","3523.9",2.466e+09,19.0088477876106
"889",2016,"QCOM",50.880001,59.129998,1.484e+09,75505921484,5.271e+09,1.0378e+10,2.5281e+10,7.56e+09,9.761e+09,1.964e+09,1.492e+09,1e+09,"Qualcomm","Information Technology","180.4","18695.106","2.7",1,"7.5","3248.5",5.705e+09,16.2146164265995
"890",2015,"QCOM",69.43,54.030001,1.618e+09,112337740000,7.967e+09,1.0686e+10,2.6487e+10,7.907e+09,9.658e+09,2.412e+09,1.458e+09,0,"Qualcomm","Information Technology","-3.7","18206.024","3.7",1.5,"7.3","3021.8",5.271e+09,-22.1806121273225
"891",2014,"QCOM",80.099998,73.920004,1.683e+09,134808296634,6.853e+09,9.82e+09,2.4866e+10,6.142e+09,8.824e+09,2.142e+09,1.302e+09,0,"Qualcomm","Information Technology","-49.1","17550.688","4.2",2.1,"10.4","2815.1",7.967e+09,-7.71534850724964
"892",2013,"QCOM",66,74.68,1.715e+09,1.1319e+11,6.109e+09,7.096e+09,1.9121e+10,3.807e+09,8.567e+09,1.459e+09,1.03e+09,0,"Qualcomm","Information Technology","-13.8","16843.196","3.6",2,"10.1","2549.6",6.853e+09,13.1515151515152
"893",2012,"QCOM",68.32,67.05,1.7e+09,1.16144e+11,4.26e+09,4.877e+09,1.4957e+10,5.462e+09,6.19e+09,9.93e+08,7.65e+08,9.94e+08,"Qualcomm","Information Technology","-40.8","16253.970","4.2",1.5,"15.2","2315.3",6.109e+09,-1.85889929742388
"894",2011,"QCOM",54.47,63.47,1.658e+09,90311261658,3.247e+09,3.517e+09,1.0991e+10,3.547e+09,6.732e+09,7.3e+08,5.28e+08,1.086e+09,"Qualcomm","Information Technology","97.1","15599.732","3.7",2.3,"15.4","2010.2",4.26e+09,16.522856618322
"895",2010,"QCOM",42.27,58.8,1.643e+09,69449610000,1.592e+09,3.181e+09,1.0416e+10,2.717e+09,8.352e+09,7e+08,4.53e+08,0,"Qualcomm","Information Technology","-44.8","15048.970","3.9",2.5,"6.4","1742.6",3.247e+09,39.1057487579844
"896",2009,"QCOM",39.68,36.24,1.656e+09,65710080000,3.16e+09,3.414e+09,1.1142e+10,1.84e+09,4.571e+09,4.038e+09,5.21e+08,1.73e+08,"Qualcomm","Information Technology","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1.592e+09,-8.66935483870967
"897",2008,"QCOM",42.22,33.43,1.632e+09,68903041632,3.303e+09,2.681e+09,8.871e+09,2.411e+09,4.17e+09,7.15e+08,4.69e+08,0,"Qualcomm","Information Technology","-96.5","14769.862","2.0",1.7,"4.5","1434.7",3.16e+09,-20.8195168166746
"898",2007,"QCOM",43.08,41.68,1.66e+09,71512803320,2.47e+09,2.182e+09,7.526e+09,1.607e+09,4.114e+09,7e+08,2.5e+08,0,"Qualcomm","Information Technology","59.1","14474.227","4.8",0.3,"-0.2","1373.1",3.303e+09,-3.2497678737233
"899",2006,"QCOM",51.18,40.58,1.659e+09,84907620000,2.143e+09,1.645e+09,5.673e+09,2.07e+09,4.478e+09,5.44e+08,1.77e+08,0,"Qualcomm","Information Technology","-25.4","13815.583","6.0",0,"0.2","1375.2",2.47e+09,-20.7112153184838
"900",2005,"QCOM",35.55,48.39,1.638e+09,58230898362,1.72e+09,1.484e+09,4.88e+09,1.214e+09,4.768e+09,5.81e+08,1.54e+08,0,"Qualcomm","Information Technology","5.2","13039.197","6.7",0.4,"2.1","1372.2",2.143e+09,36.1181434599156
"901",2004,"QCOM",33.145,36.62,1.616e+09,53562320000,827441000,1430047000,3970636000,2045094000,2516003000,489588000,110351000,102625000,"Qualcomm","Information Technology","71.8","12217.196","6.6",1.9,"5.5","1344.6",1.72e+09,10.4842359330216
"902",2003,"QCOM",17.975,31.505,1579172000,28385616700,359677000,1137360000,3039560000,1406704000,1387915000,925346000,88094000,0,"Qualcomm","Information Technology","-20.6","11456.450","4.8",2.4,"6.5","1274.1",827441000,75.2712100139082
"903",2002,"QCOM",19.67,17.005,1541774000,30326694580,-548743000,1035103000,2679786000,1388602000,894577000,527902000,95863000,0,"Qualcomm","Information Technology","52.1","10929.108","3.3",2,"4.9","1196.7",359677000,-13.5485510930351
"904",2001,"QCOM",25.75,17.985,1511938000,38932403500,670211000,1507122000,3196780000,716871000,1055522000,735494000,85366000,0,"Qualcomm","Information Technology","-53.7","10581.929","3.2",1.2,"3.3","1140.2",-548743000,-30.1553398058252
"905",2000,"QCOM",70.375,30.59375,1434410000,100946603750,200879000,2485072000,3937299000,660016000,954415000,910017000,257941000,115099000,"Qualcomm","Information Technology","25.8","10250.952","6.4",-0.2,"0.1","1103.7",670211000,-56.5275310834813
"906",1999,"QCOM",8.5625,69.5,1189424000,10184443000,108532000,2333399000,3347870000,175846000,127478000,668410000,386536000,154058000,"Qualcomm","Information Technology","65.9","9631.127","6.3",0.2,"2.0","1102.3",200879000,711.678832116788
"907",2021,"TMO",456.299988,0,393030000,179339584283.64,6.375e+09,1.6214e+10,3.2218e+10,1.0325e+10,0,6.472e+09,4.029e+09,2.628e+09,"Thermo Fisher Scientific","Health Care","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
